"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-20","4.1",",,W",,,"0.0",",,W,2400","0.0",",,W","23.1","H,,S","30.0",",,W","18.9",",,W","  110",",,W","  110",",,W","9.8",",,W","12.5",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-21","4.8",",,W",,,"0.3",",,W,2400","0.0",",,W","21.7","H,,S","25.6",",,W","18.3",",,W","  110",",,W","  110",",,W","12.5",",,W","14.3",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-22","6.2",",,W",,,"22.6",",,W,2400","0.0",",,W","22.9","H,,S","26.7",",,W","18.3",",,W","  320",",,W","  330",",,W","10.3",",,W","13.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-23","4.2",",,W",,,"0.0",",,W,2400","0.0",",,W","21.4","H,,S","27.8",",,W","16.1",",,W","  300",",,W","  270",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-24","4.1",",,W",,,"0.0",",,W,2400","0.0",",,W","23.6","H,,S","31.1",",,W","18.3",",,W","  230",",,W","  230",",,W","6.7",",,W","9.8",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-25","6.3",",,W",,,"0.0",",,W,2400","0.0",",,W","25.3","H,,S","31.1",",,W","20.0",",,W","  220",",,W","  220",",,W","10.7",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-26","4.3",",,W",,,"0.0",",,W,2400","0.0",",,W","26.6","H,,S","32.8",",,W","22.8",",,W","  290",",,W","  290",",,W","9.8",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-27","4.1",",,W",,,"0.0",",,W,2400","0.0",",,W","25.6","H,,S","28.3",",,W","20.6",",,W","  100",",,W","  110",",,W","7.6",",,W","9.8",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-28","4.8",",,W",,,"0.0",",,W,2400","0.0",",,W","22.5","H,,S","25.6",",,W","18.9",",,W","  110",",,W","  110",",,W","10.3",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-29","6.0",",,W",,,"0.0",",,W,2400","0.0",",,W","25.0","H,,S","32.2",",,W","20.6",",,W","  320",",,W","  280",",,W","10.7",",,W","13.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-30","4.1",",,W",,,"0.0",",,W,2400","0.0",",,W","21.9","H,,S","25.0",",,W","17.8",",,W","  110",",,W","  110",",,W","8.1",",,W","10.3",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-31","5.3",",,W",,,"0.0","T,,W,2400","0.0",",,W","23.5","H,,S","27.8",",,W","20.0",",,W","  230",",,W","  250",",,W","7.6",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-01","3.6",",,W",,,"0.5",",,W,2400","0.0",",,W","23.6","H,,S","24.4",",,W","20.0",",,W","  330",",,W","  320",",,W","7.6",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-02","4.5",",,W",,,"0.0",",,W,2400","0.0",",,W","20.7","H,,S","23.9",",,W","17.8",",,W","   80",",,W","   70",",,W","8.1",",,W","9.8",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-03","3.0",",,W",,,"0.0",",,W,2400","0.0",",,W","18.6","H,,S","21.1",",,W","15.6",",,W","   90",",,W","  100",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-04","5.5",",,W",,,"0.0",",,W,2400","0.0",",,W","18.6","H,,S","22.2",",,W","15.6",",,W","   50",",,W","   50",",,W","9.4",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-05","8.4",",,W",,,"1.8",",,W,2400","0.0",",,W","18.4","H,,S","23.3",",,W","15.6",",,W","   30",",,W","   30",",,W","13.9",",,W","17.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-06","6.3",",,W",,,"3.6",",,W,2400","0.0",",,W","18.4","H,,S","22.2",",,W","17.2",",,W","   20",",,W","   20",",,W","10.7",",,W","13.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-07","3.8",",,W",,,"0.8",",,W,2400","0.0",",,W","20.4","H,,S","24.4",",,W","18.3",",,W","   50",",,W","   60",",,W","6.3",",,W","8.5",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-08","3.3",",,W",,,"0.0","T,,W,2400","0.0",",,W","20.9","H,,S","24.4",",,W","18.9",",,W","  230",",,W","  240",",,W","6.7",",,W","9.8",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-09","4.0",",,W",,,"0.0","T,,W,2400","0.0",",,W","26.2","H,,S","33.9",",,W","22.8",",,W","  280",",,W","  290",",,W","7.2",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-10","3.9",",,W",,,"0.3",",,W,2400","0.0",",,W","23.9","H,,S","25.6",",,W","21.1",",,W","   90",",,W","   90",",,W","7.2",",,W","8.5",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-11","6.4",",,W",,,"0.8",",,W,2400","0.0",",,W","24.2","H,,S","28.3",",,W","17.2",",,W","  290",",,W","  290",",,W","15.7",",,W","21.0",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-12","4.0",",,W",,,"0.0",",,W,2400","0.0",",,W","19.1","H,,S","22.2",",,W","15.0",",,W","  110",",,W","  110",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-13","5.1",",,W",,,"0.0",",,W,2400","0.0",",,W","21.3","H,,S","28.3",",,W","15.6",",,W","  220",",,W","  220",",,W","9.4",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-14","6.3",",,W",,,"1.5",",,W,2400","0.0",",,W","23.2","H,,S","32.2",",,W","16.7",",,W","  330",",,W","  290",",,W","11.2",",,W","14.3",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-15","4.5",",,W",,,"0.0",",,W,2400","0.0",",,W","17.2","H,,S","18.9",",,W","13.9",",,W","   50",",,W","   60",",,W","7.2",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-16","4.7",",,W",,,"0.0",",,W,2400","0.0",",,W","16.8","H,,S","21.1",",,W","12.2",",,W","  120",",,W","  110",",,W","8.9",",,W","9.8",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-17","5.3",",,W",,,"0.0",",,W,2400","0.0",",,W","18.5","H,,S","25.6",",,W","12.8",",,W","  200",",,W","  190",",,W","9.4",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-18","5.8",",,W",,,"0.0","T,,W,2400","0.0",",,W","22.8","H,,S","27.8",",,W","18.9",",,W","  220",",,W","  210",",,W","10.7",",,W","13.4",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-19","2.8",",,W",,,"8.4",",,W,2400","0.0",",,W","22.2","H,,S","23.3",",,W","19.4",",,W","  200",",,W","  200",",,W","6.3",",,W","7.2",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-20","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W","21.2","H,,S","23.9",",,W","19.4",",,W","  250",",,W","  240",",,W","5.8",",,W","7.2",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-21","3.7",",,W",,,"0.0",",,W,2400","0.0",",,W","23.7","H,,S","28.3",",,W","20.6",",,W","  300",",,W","  290",",,W","7.2",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-22","3.2",",,W",,,"0.0",",,W,2400","0.0",",,W","21.7","H,,S","26.1",",,W","16.1",",,W","  200",",,W","  190",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-23","4.2",",,W",,,"8.6",",,W,2400","0.0",",,W","20.9","H,,S","27.8",",,W","13.3",",,W","   40",",,W","   40",",,W","10.3",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-24","4.5",",,W",,,"0.0","T,,W,2400","0.0",",,W","15.4","H,,S","19.4",",,W","12.2",",,W","  340",",,W","  310",",,W","7.6",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-25","5.5",",,W",,,"0.0",",,W,2400","0.0",",,W","14.3","H,,S","18.9",",,W","9.4",",,W","  330",",,W","  340",",,W","10.7",",,W","13.4",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-26","4.2",",,W",,,"0.0",",,W,2400","0.0",",,W","13.6","H,,S","17.8",",,W","8.9",",,W","  120",",,W","  200",",,W","8.1",",,W","9.8",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-27","2.4",",,W",,,"5.6",",,W,2400","0.0",",,W","17.3","H,,S","22.2",",,W","15.0",",,W","  130",",,W","  290",",,W","5.4",",,W","6.7",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-28","7.9",",,W",,,"0.0","T,,W,2400","0.0",",,W","15.0","H,,S","16.1",",,W","13.3",",,W","   40",",,W","   40",",,W","11.6",",,W","14.3",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-29","8.1",",,W",,,"0.0",",,W,2400","0.0",",,W","13.9","H,,S","15.6",",,W","12.2",",,W","   40",",,W","   30",",,W","11.6",",,W","13.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-30","7.9",",,W",,,"3.3",",,W,2400","0.0",",,W","14.6","H,,S","16.7",",,W","13.3",",,W","   50",",,W","   50",",,W","9.8",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-01","6.7",",,W",,,"18.0",",,W,2400","0.0",",,W","13.8","H,,S","15.0",",,W","12.2",",,W","   30",",,W","   40",",,W","10.7",",,W","13.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-02","3.4",",,W",,,"0.8",",,W,2400","0.0",",,W","12.8","H,,S","13.9",",,W","11.7",",,W","   30",",,W","   50",",,W","8.1",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-03","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W","15.3","H,,S","20.0",",,W","12.8",",,W","   60",",,W","   90",",,W","6.7",",,W","8.5",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-04","5.6",",,W",,,"0.0","T,,W,2400","0.0",",,W","15.2","H,,S","17.2",",,W","10.0",",,W","   60",",,W","   40",",,W","9.4",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-05","3.4",",,W",,,"0.0",",,W,2400","0.0",",,W","12.2","H,,S","15.6",",,W","8.9",",,W","   80",",,W","   90",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-06","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W","13.6","H,,S","19.4",",,W","9.4",",,W","  220",",,W","  130",",,W","4.0",",,W","5.8",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-07","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W","15.6","H,,S","20.0",",,W","11.7",",,W","   90",",,W","  140",",,W","5.4",",,W","6.3",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-08","2.4",",,W",,,"0.3",",,W,2400","0.0",",,W","15.3","H,,S","20.0",",,W","11.1",",,W","  200",",,W","  200",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-09","5.8",",,W",,,"46.7",",,W,2400","0.0",",,W","15.1","H,,S","18.3",",,W","8.9",",,W","   10",",,W","  360",",,W","10.7",",,W","13.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-10","7.0",",,W",,,"0.0",",,W,2400","0.0",",,W","10.4","H,,S","15.0",",,W","7.2",",,W","  320",",,W","  320",",,W","10.3",",,W","13.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-11","3.3",",,W",,,"0.0",",,W,2400","0.0",",,W","10.5","H,,S","15.0",",,W","6.7",",,W","  320",",,W","  330",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-12","3.4",",,W",,,"0.0",",,W,2400","0.0",",,W","12.6","H,,S","16.7",",,W","8.9",",,W","   90",",,W","   90",",,W","6.3",",,W","7.6",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-13","4.3",",,W",,,"0.0","T,,W,2400","0.0",",,W","15.6","H,,S","22.2",",,W","10.6",",,W","  330",",,W","  330",",,W","8.9",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-14","4.3",",,W",,,"0.0",",,W,2400","0.0",",,W","12.2","H,,S","15.6",",,W","7.8",",,W","  310",",,W","  300",",,W","10.7",",,W","14.3",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-15","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W","9.7","H,,S","13.3",",,W","5.6",",,W","  170",",,W","  180",",,W","5.8",",,W","6.7",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-16","5.8",",,W",,,"0.0",",,W,2400","0.0",",,W","13.4","H,,S","21.7",",,W","7.8",",,W","  240",",,W","  240",",,W","9.8",",,W","12.5",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-17","3.0",",,W",,,"0.0","T,,W,2400","0.0",",,W","18.8","H,,S","23.9",",,W","16.7",",,W","  240",",,W","  240",",,W","7.2",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-18","3.7",",,W",,,"3.6",",,W,2400","0.0",",,W","16.4","H,,S","20.6",",,W","13.9",",,W","  220",",,W","  220",",,W","9.8",",,W","12.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-19","5.2",",,W",,,"0.0",",,W,2400","0.0",",,W","21.9","H,,S","27.2",",,W","16.7",",,W","  220",",,W","  220",",,W","9.8",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-20","5.6",",,W",,,"2.0",",,W,2400","0.0",",,W","15.8","H,,S","16.7",",,W","13.3",",,W","   90",",,W","   90",",,W","8.1",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-21","3.6",",,W",,,"28.2",",,W,2400","0.0",",,W","16.8","H,,S","23.9",",,W","15.0",",,W","  110",",,W","  110",",,W","8.9",",,W","11.2",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-22","5.8",",,W",,,"3.8",",,W,2400","0.0",",,W","16.1","H,,S","18.3",",,W","6.7",",,W","  270",",,W","  240",",,W","12.5",",,W","17.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-23","8.8",",,W",,,"0.0",",,W,2400","0.0",",,W","9.8","H,,S","14.4",",,W","6.7",",,W","  250",",,W","  260",",,W","13.9",",,W","17.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-24","7.0",",,W",,,"0.0",",,W,2400","0.0",",,W","12.3","H,,S","16.1",",,W","7.8",",,W","  290",",,W","  280",",,W","10.7",",,W","14.3",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-25","6.4",",,W",,,"0.0",",,W,2400","0.0",",,W","7.6","H,,S","9.4",",,W","3.9",",,W","  290",",,W","  290",",,W","10.3",",,W","14.3",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-26","5.5",",,W",,,"0.0",",,W,2400","0.0",",,W","5.4","H,,S","9.4",",,W","2.8",",,W","  310",",,W","  320",",,W","9.8",",,W","12.5",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-27","4.3",",,W",,,"16.5",",,W,2400","0.0",",,W","4.7","H,,S","9.4",",,W","1.1",",,W","  120",",,W","  120",",,W","11.2",",,W","14.3",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-28","8.4",",,W",,,"15.5",",,W,2400","0.0",",,W","8.9","H,,S","12.8",",,W","6.7",",,W","  100",",,W","  290",",,W","14.3",",,W","17.4",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-29","4.4",",,W",,,"0.0","T,,W,2400","0.0",",,W","8.3","H,,S","13.9",",,W","5.6",",,W","  220",",,W","  220",",,W","8.9",",,W","10.3",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-30","4.1",",,W",,,"3.3",",,W,2400","0.0",",,W","14.4","H,,S","18.3",",,W","7.8",",,W","  270",",,W","  330",",,W","7.2",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-31","5.5",",,W",,,"0.0",",,W,2400","0.0",",,W","8.2","H,,S","11.1",",,W","3.3",",,W","  320",",,W","  320",",,W","9.4",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-01","3.2",",,W",,,"0.0",",,W,2400","0.0",",,W","5.8","H,,S","10.6",",,W","1.1",",,W","  110",",,W","  110",",,W","7.2",",,W","7.6",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-02","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W","12.6","H,,S","21.1",",,W","7.2",",,W","  220",",,W","  240",",,W","7.2",",,W","9.4",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-03","3.4",",,W",,,"2.0",",,W,2400","0.0",",,W","13.5","H,,S","17.8",",,W","10.6",",,W","  280",",,W","  280",",,W","10.7",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-04","4.7",",,W",,,"0.0",",,W,2400","0.0",",,W","11.3","H,,S","13.9",",,W","3.9",",,W","  320",",,W","  330",",,W","9.4",",,W","11.2",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-05","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W","7.2","H,,S","13.9",",,W","1.7",",,W","  290",",,W","  320",",,W","7.2",",,W","9.4",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-06","5.0",",,W",,,"2.3",",,W,2400","0.0","T,,W","9.1","H,,S","11.1",",,W","6.1",",,W","  340",",,W","  340",",,W","10.3",",,W","13.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-07","4.1",",,W",,,"0.0",",,W,2400","0.0",",,W","5.8","H,,S","8.3",",,W","2.2",",,W","  360",",,W","  360",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-08","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W","7.9","H,,S","15.0",",,W","3.3",",,W","  300",",,W","  290",",,W","5.4",",,W","6.3",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-09","3.2",",,W",,,"0.3",",,W,2400","0.0",",,W","11.3","H,,S","16.7",",,W","6.7",",,W","  340",",,W","  320",",,W","8.1",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-10","5.0",",,W",,,"0.0","T,,W,2400","0.0",",,W","8.2","H,,S","11.7",",,W","3.9",",,W","  220",",,W","  220",",,W","9.4",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-11","8.3",",,W",,,"0.0",",,W,2400","0.0",",,W","10.1","H,,S","15.6",",,W","3.3",",,W","  310",",,W","  290",",,W","13.4",",,W","19.2",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-12","6.0",",,W",,,"0.0",",,W,2400","0.0",",,W","4.8","H,,S","8.9",",,W","1.1",",,W","  310",",,W","  320",",,W","12.5",",,W","16.5",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-13","4.7",",,W",,,"0.0",",,W,2400","0.0",",,W","9.3","H,,S","15.6",",,W","5.0",",,W","  260",",,W","  270",",,W","7.6",",,W","10.3",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-14","4.3",",,W",,,"0.0",",,W,2400","0.0",",,W","11.6","H,,S","18.9",",,W","3.9",",,W","  270",",,W","  280",",,W","7.2",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-15","5.0",",,W",,,"25.1",",,W,2400","0.0",",,W","10.6","H,,S","14.4",",,W","7.8",",,W","   60",",,W","   40",",,W","12.5",",,W","14.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-16","5.1",",,W",,,"0.8",",,W,2400","0.0",",,W","11.6","H,,S","12.8",",,W","10.6",",,W","  240",",,W","  250",",,W","8.9",",,W","11.2",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-17","5.2",",,W",,,"0.0",",,W,2400","0.0",",,W","10.8","H,,S","13.9",",,W","7.2",",,W","  320",",,W","  330",",,W","9.8",",,W","13.4",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-18","4.1",",,W",,,"0.0",",,W,2400","0.0",",,W","10.1","H,,S","17.2",",,W","6.1",",,W","  310",",,W","  310",",,W","7.2",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-19","3.0",",,W",,,"0.0","T,,W,2400","0.0",",,W","8.9","H,,S","10.6",",,W","6.1",",,W","   90",",,W","   80",",,W","6.3",",,W","7.2",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-20","8.0",",,W",,,"2.0",",,W,2400","0.0","T,,W","6.9","H,,S","9.4",",,W","0.0",",,W","  240",",,W","  260",",,W","13.4",",,W","18.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-21","8.1",",,W",,,"0.0","T,,W,2400","0.0","T,,W","1.2","H,,S","3.3",",,W","-1.0",",,W","  270",",,W","  270",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-22","7.6",",,W",,,"0.0",",,W,2400","0.0",",,W","2.1","H,,S","6.1",",,W","0.0",",,W","  290",",,W","  300",",,W","10.7",",,W","14.8",",,W",,,,,,,,,,,,,,,,
